horizon,h,facility_id,method,gamma,window_mult,PICP,MPIW,Winkler
y_t+30min,6,9,ACI,0.01,0.5,0.8784584980237155,18.618095833983613,27.64800470702641
y_t+30min,6,9,ACI,0.01,1.0,0.8774703557312253,17.294411466190127,28.445245045878863
y_t+30min,6,9,ACI,0.01,2.0,0.8814229249011858,17.67716467164181,27.173657822912297
y_t+30min,6,9,ACI,0.02,0.5,0.8695652173913043,16.447985128508126,25.44956556000538
y_t+30min,6,9,ACI,0.02,1.0,0.8695652173913043,16.74154911471707,26.15052908662842
y_t+30min,6,9,ACI,0.02,2.0,0.8745059288537549,16.303833852760196,25.510411175714072
y_t+30min,6,9,ACI,0.05,0.5,0.8517786561264822,15.192965693938485,24.45523208428827
y_t+30min,6,9,ACI,0.05,1.0,0.849802371541502,15.390627064408598,26.05584549093582
y_t+30min,6,9,ACI,0.05,2.0,0.8488142292490118,16.099475498434924,26.5728424599944
y_t+30min,6,9,ACI,0.1,0.5,0.825098814229249,14.319374689874921,25.199552808811976
y_t+30min,6,9,ACI,0.1,1.0,0.8300395256916996,15.164890406418545,27.892368552592743
y_t+30min,6,9,ACI,0.1,2.0,0.8152173913043478,15.413857133030117,27.697570531884168
y_t+30min,6,9,ACI,0.2,0.5,0.7855731225296443,15.201348920715482,29.97330158833118
y_t+30min,6,9,ACI,0.2,1.0,0.791501976284585,16.556507371360773,31.04284053851953
y_t+30min,6,9,ACI,0.2,2.0,0.7845849802371542,16.89671268987249,31.85297087466852
y_t+30min,6,9,ACI,0.5,0.5,0.708498023715415,15.601482572534705,38.01018092743758
y_t+30min,6,9,ACI,0.5,1.0,0.7134387351778656,18.2216936228497,39.584973916081005
y_t+30min,6,9,ACI,0.5,2.0,0.7124505928853755,18.67392891388804,40.67171134233839
