arm,fold,facility_id,dynamic,low_info,partition,cell,method,PICP,MPIW,n_cell,cramers_v,degenerate
A_folds,F1,4,True,False,occupancy_tercile,low,Mondrian-split-CP,0.8514851485148515,27.139044218707586,202,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,mid,Mondrian-split-CP,0.9646017699115044,36.011034098890306,113,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,high,Mondrian-split-CP,0.8378378378378378,23.661863658301137,148,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,low,ACI,0.7920792079207921,22.20840848013373,202,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,mid,ACI,0.9469026548672568,31.474752036802933,113,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,high,ACI,0.9594594594594594,29.06763870851371,148,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,low,ToD-ACI,0.8465346534653465,26.372859569290256,202,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,mid,ToD-ACI,0.9646017699115044,37.88792344430397,113,0.7826929390861769,False
A_folds,F1,4,True,False,occupancy_tercile,high,ToD-ACI,0.8648648648648649,23.841375017875045,148,0.7826929390861769,False
A_folds,F1,4,True,False,random_5,r0,split-CP,0.8888888888888888,28.259542712478343,99,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r3,split-CP,0.9072164948453608,28.253619013527544,97,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r2,split-CP,0.9607843137254902,26.86690971161194,102,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r4,split-CP,0.8452380952380952,28.67139089091026,84,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r1,split-CP,0.8888888888888888,27.66256119988838,81,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r0,Mondrian-split-CP,0.8585858585858586,29.24003154257825,99,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r3,Mondrian-split-CP,0.865979381443299,29.74482367179404,97,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r2,Mondrian-split-CP,0.9509803921568628,27.31431723573268,102,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r4,Mondrian-split-CP,0.8095238095238095,27.4817515453572,84,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r1,Mondrian-split-CP,0.8765432098765432,26.89816172898889,81,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r0,ACI,0.8585858585858586,27.46758707080425,99,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r3,ACI,0.8969072164948454,26.741705131209,97,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r2,ACI,0.9509803921568628,25.39822845577625,102,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r4,ACI,0.8452380952380952,27.699312972411203,84,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r1,ACI,0.8518518518518519,26.100714964162503,81,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r0,ToD-ACI,0.8585858585858586,29.91045058752509,99,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r3,ToD-ACI,0.8969072164948454,29.51551498663613,97,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r2,ToD-ACI,0.9509803921568628,27.12949122940423,102,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r4,ToD-ACI,0.8214285714285714,27.93239553342382,84,0.0982555974931848,False
A_folds,F1,4,True,False,random_5,r1,ToD-ACI,0.8641975308641975,27.154414725592204,81,0.0982555974931848,False
A_folds,F1,4,True,False,time_of_day,midday,split-CP,0.9586776859504132,20.67673655633472,121,1.0,False
A_folds,F1,4,True,False,time_of_day,pm_rush,split-CP,0.7604166666666666,29.88814552331352,96,1.0,False
A_folds,F1,4,True,False,time_of_day,evening,split-CP,0.8709677419354839,30.71803968253971,93,1.0,False
A_folds,F1,4,True,False,time_of_day,night,split-CP,0.9428571428571428,30.71803968253971,105,1.0,False
A_folds,F1,4,True,False,time_of_day,am_rush,split-CP,1.0,30.71803968253971,48,1.0,False
A_folds,F1,4,True,False,time_of_day,midday,Mondrian-split-CP,0.9669421487603306,22.733344519079026,121,1.0,False
A_folds,F1,4,True,False,time_of_day,pm_rush,Mondrian-split-CP,0.8125,33.18226069912919,96,1.0,False
A_folds,F1,4,True,False,time_of_day,evening,Mondrian-split-CP,0.8709677419354839,33.51265476190479,93,1.0,False
A_folds,F1,4,True,False,time_of_day,night,Mondrian-split-CP,0.7714285714285715,15.216238095238056,105,1.0,False
A_folds,F1,4,True,False,time_of_day,am_rush,Mondrian-split-CP,1.0,50.05574999999999,48,1.0,False
A_folds,F1,4,True,False,time_of_day,midday,ACI,0.9173553719008264,18.036704986206026,121,1.0,False
A_folds,F1,4,True,False,time_of_day,pm_rush,ACI,0.7291666666666666,28.19166794119269,96,1.0,False
