arm,dataset,facility_id,horizon,level,method,PICP,MPIW,Winkler,picp_lo,picp_hi,n_test,dynamic,degenerate,cal_score_max,status
A3_v2_daychunk,birmingham,10,y_t+60min,0.9,NGBoost-conformal,0.9629629629629628,23.85117142247113,25.25696113426977,0.9318181818181818,0.9924242424242424,135,True,False,24.900484938672435,ok
A3_v2_daychunk,birmingham,10,y_t+60min,0.9,ACI-crosscheck,0.925925925925926,18.883660670194,22.526344118433,0.8863636363636364,0.9621212121212122,135,True,False,24.900484938672435,ok
A3_v2_daychunk,birmingham,11,y_t+60min,0.9,EnbPI,0.8666666666666667,91.74632893778583,145.4305243281267,0.7954545454545454,0.917045454545449,135,True,False,183.388617063492,ok
A3_v2_daychunk,birmingham,11,y_t+60min,0.9,AgACI-style,0.9185185185185184,108.7836252046323,146.23439900831525,0.8712121212121212,0.9545454545454546,135,True,False,183.388617063492,ok
A3_v2_daychunk,birmingham,11,y_t+60min,0.9,NGBoost,0.4888888888888889,34.00086546465992,235.63664244963783,0.4166666666666667,0.5606060606060606,135,True,False,183.388617063492,ok
A3_v2_daychunk,birmingham,11,y_t+60min,0.9,NGBoost-conformal,0.8814814814814815,99.53960847483654,133.0864165582928,0.8102272727272717,0.9393939393939394,135,True,False,183.388617063492,ok
A3_v2_daychunk,birmingham,11,y_t+60min,0.9,ACI-crosscheck,0.8962962962962963,103.91767398589064,157.65665928865374,0.8333333333333334,0.946969696969697,135,True,False,183.388617063492,ok
A3_v2_daychunk,birmingham,12,y_t+60min,0.9,EnbPI,0.7481481481481481,68.20857611404803,195.3111575520805,0.6590909090909091,0.8257575757575758,135,True,False,134.29380357142855,ok
A3_v2_daychunk,birmingham,12,y_t+60min,0.9,AgACI-style,0.8888888888888888,123.46227385021464,169.52565978987533,0.8257575757575758,0.9393939393939394,135,True,False,134.29380357142855,ok
A3_v2_daychunk,birmingham,12,y_t+60min,0.9,NGBoost,0.2222222222222222,16.699136725160812,433.6932240494149,0.1590909090909091,0.2727272727272727,135,True,False,134.29380357142855,ok
A3_v2_daychunk,birmingham,12,y_t+60min,0.9,NGBoost-conformal,0.9111111111111112,130.92430611888292,164.4479207129542,0.8484848484848485,0.9621212121212122,135,True,False,134.29380357142855,ok
