facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler
13,True,y_t+90min,0.9,split-CP,0.967741935483871,128.04155339105338,138.2155637704156
13,True,y_t+90min,0.9,ACI,0.9032258064516129,102.61214830890015,125.42107306408447
13,True,y_t+90min,0.95,split-CP,0.9838709677419355,161.95283333333325,164.37422187123198
13,True,y_t+90min,0.95,ACI,0.9516129032258065,146.47457034284238,164.59327267094093
14,True,y_t+30min,0.9,split-CP,0.9133858267716536,24.420946428571476,42.67292805586802
14,True,y_t+30min,0.9,ACI,0.889763779527559,28.615738407699034,49.87062842144729
14,True,y_t+30min,0.95,split-CP,0.952755905511811,30.053398809523813,59.230147028496425
14,True,y_t+30min,0.95,ACI,0.937007874015748,44.53416780714909,65.37675967066613
14,True,y_t+60min,0.9,split-CP,0.905511811023622,43.747500000000024,66.13892435320584
14,True,y_t+60min,0.9,ACI,0.8818897637795275,41.2652491478338,65.03557355330584
14,True,y_t+60min,0.95,split-CP,0.9606299212598425,60.958011904761946,85.94269600674914
14,True,y_t+60min,0.95,ACI,0.9291338582677166,47.903505710933864,79.0257169118064
14,True,y_t+90min,0.9,split-CP,0.937007874015748,61.7833571428571,78.27191005444759
14,True,y_t+90min,0.9,ACI,0.889763779527559,51.76358585946957,76.86977414682445
14,True,y_t+90min,0.95,split-CP,0.968503937007874,88.67281675742527,94.97287150504481
14,True,y_t+90min,0.95,ACI,0.937007874015748,69.16731193168998,90.83118419559288
15,True,y_t+30min,0.9,split-CP,0.8145695364238411,24.463031746031792,48.50004990539259
15,True,y_t+30min,0.9,ACI,0.9006622516556292,34.40562312099232,48.0667779880164
15,True,y_t+30min,0.95,split-CP,0.9271523178807947,36.35301190476195,54.78306998318086
15,True,y_t+30min,0.95,ACI,0.9470198675496688,44.04420380006306,57.04162680016818
15,True,y_t+60min,0.9,split-CP,0.7947019867549668,42.13507142857145,82.81397017239567
15,True,y_t+60min,0.9,ACI,0.9006622516556292,58.204241721854316,79.89117971579564
15,True,y_t+60min,0.95,split-CP,0.9006622516556292,59.82455158730157,91.45078253442657
15,True,y_t+60min,0.95,ACI,0.9536423841059603,81.27760025754233,95.85282127089245
15,True,y_t+90min,0.9,split-CP,0.8079470198675497,59.150684552902284,108.47645791950795
15,True,y_t+90min,0.9,ACI,0.9006622516556292,75.74365554310353,104.20119304511113
15,True,y_t+90min,0.95,split-CP,0.9536423841059603,93.08510611329835,112.22080305098062
15,True,y_t+90min,0.95,ACI,0.9536423841059603,104.04604834131689,122.62141645814069
16,True,y_t+30min,0.9,split-CP,0.8972602739726028,34.508916666666664,55.456755870841484
