facility_id,dynamic,horizon,level,method,PICP,MPIW,Winkler
23,True,y_t+5min,0.95,split-CP,0.9607072691552063,9.75983730158731,11.633202105487467
23,True,y_t+5min,0.95,ACI,0.949901768172888,7.5738839816681125,9.1697380339318
23,True,y_t+15min,0.9,split-CP,0.9194499017681729,9.984126984127045,13.348943540087955
23,True,y_t+15min,0.9,ACI,0.899803536345776,7.486269462210281,9.31696801382239
23,True,y_t+15min,0.95,split-CP,0.9616895874263262,13.776206349206378,16.01690823899961
23,True,y_t+15min,0.95,ACI,0.9508840864440079,8.707431173343506,10.72820884197482
23,True,y_t+30min,0.9,split-CP,0.8801571709233792,11.101938492063539,16.880449647037914
23,True,y_t+30min,0.9,ACI,0.9007858546168959,9.657588775099486,11.531125709114477
23,True,y_t+30min,0.95,split-CP,0.9410609037328095,14.332384920634809,20.01159833788609
23,True,y_t+30min,0.95,ACI,0.9508840864440079,11.577614904224834,14.009361830535298
24,True,y_t+5min,0.9,split-CP,0.949901768172888,13.67322222222224,17.998939418509174
24,True,y_t+5min,0.9,ACI,0.899803536345776,8.274939122708767,11.431570550656504
24,True,y_t+5min,0.95,split-CP,0.9882121807465619,25.553944444444426,28.541179218511225
24,True,y_t+5min,0.95,ACI,0.9508840864440079,11.79503594359144,15.688272524372232
24,True,y_t+15min,0.9,split-CP,0.9646365422396856,21.608777777777757,25.43628319612061
24,True,y_t+15min,0.9,ACI,0.9017681728880157,13.08247070811019,18.33126550068938
24,True,y_t+15min,0.95,split-CP,0.981335952848723,30.087400793650772,33.573034622820956
24,True,y_t+15min,0.95,ACI,0.9508840864440079,17.12836555528623,23.372361414807635
24,True,y_t+30min,0.9,split-CP,0.9449901768172888,23.046503968253955,29.5474301800397
24,True,y_t+30min,0.9,ACI,0.9017681728880157,16.113705172686572,23.254685520936327
24,True,y_t+30min,0.95,split-CP,0.9705304518664047,33.42375793650791,38.49861443488111
24,True,y_t+30min,0.95,ACI,0.9508840864440079,22.451005982877273,27.622437520763306
