facility_id,dynamic,base,level,method,PICP,MPIW,Winkler,MAE,gamma,gamma_calB_picp,n_cal_b,degenerate,cal_score_max,n_test,n_cal
14,True,Ridge(linear),0.95,split-CP,0.9665024630541872,29.490823709074476,35.34798097808083,4.619901769071899,,,,False,31.641156949391643,1015,760
14,True,Ridge(linear),0.95,ACI,0.9477832512315271,25.85724356870171,35.7748296045729,4.619901769071899,0.01,0.9368421052631579,380.0,False,31.641156949391643,1015,760
15,True,RandomForest,0.9,split-CP,0.8817733990147784,10.97495173686922,18.751106085257565,2.430262626813982,,,,False,18.846329365079367,1015,760
15,True,RandomForest,0.9,ACI,0.8857142857142857,10.630631783537572,18.932148749512667,2.430262626813982,0.002,0.8973684210526316,380.0,False,18.846329365079367,1015,760
15,True,RandomForest,0.95,split-CP,0.9310344827586207,14.343157575871501,23.695327786248583,2.430262626813982,,,,False,18.846329365079367,1015,760
15,True,RandomForest,0.95,ACI,0.9438423645320198,14.957002789511163,21.132539398496043,2.430262626813982,0.01,0.95,380.0,False,18.846329365079367,1015,760
15,True,GradBoost,0.9,split-CP,0.8886699507389163,11.70509546073316,20.216063598672392,2.672362830149322,,,,False,23.538900677793308,1015,760
15,True,GradBoost,0.9,ACI,0.8906403940886699,11.609808292189314,15.96603165295503,2.672362830149322,0.02,0.8973684210526316,380.0,False,23.538900677793308,1015,760
15,True,GradBoost,0.95,split-CP,0.929064039408867,15.340293508024379,25.414160742578535,2.672362830149322,,,,False,23.538900677793308,1015,760
15,True,GradBoost,0.95,ACI,0.9408866995073891,14.77789800258575,20.10750859919824,2.672362830149322,0.02,0.9473684210526315,380.0,False,23.538900677793308,1015,760
15,True,Ridge(linear),0.9,split-CP,0.8827586206896552,10.319672416096344,17.495393466156017,2.2972740132947025,,,,False,16.540765221247835,1015,760
15,True,Ridge(linear),0.9,ACI,0.8935960591133005,10.221565247596839,15.549662381934851,2.2972740132947025,0.02,0.9,380.0,False,16.540765221247835,1015,760
15,True,Ridge(linear),0.95,split-CP,0.9320197044334976,14.047049041119015,21.225840163149275,2.2972740132947025,,,,False,16.540765221247835,1015,760
