facility_id,horizon,level,method,n_test,n_cal,PICP_corrected,MPIW_corrected,Winkler_corrected,PICP_legacy,MPIW_legacy,Winkler_legacy,d_PICP,d_MPIW,d_Winkler,rel_MPIW,rel_Winkler,arm_role,gate,gamma_held,gamma_legacy_would_select
16,y_t+15min,0.9,ACI,1015,760,0.8935960591133005,6.217788774147764,8.955711198011075,0.8935960591133005,6.27797719056623,8.976642224674613,0.0,0.060188416418466,0.020931026663538,0.009680035556807,0.0023371707953452,treated,N/A-mechanism-arm,0.05,0.02
16,y_t+15min,0.9,ACQR,1015,760,0.8896551724137931,5.65939572529689,7.727314674486094,0.8896551724137931,5.684199105525359,7.82103734114164,0.0,0.0248033802284686,0.0937226666555455,0.0043826905613968,0.0121287498443666,treated,N/A-mechanism-arm,0.05,0.02
17,y_t+15min,0.9,split-CP,1015,760,0.9142857142857144,9.65477737650964,13.23077037001495,0.9142857142857144,9.65477737650964,13.23077037001495,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
17,y_t+15min,0.9,CQR,1015,760,0.8945812807881773,7.152567760586978,10.98557124143152,0.8945812807881773,7.152567760586978,10.98557124143152,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
17,y_t+15min,0.9,ACI,1015,760,0.8847290640394089,8.733352378049792,12.462079841518635,0.8857142857142857,8.765930251672248,12.474285828316004,0.0009852216748768,0.032577873622456,0.0122059867973671,0.0037302827381998,0.0009794502163837,treated,N/A-mechanism-arm,0.05,0.002
17,y_t+15min,0.9,ACQR,1015,760,0.8866995073891626,7.85049026244999,11.172447042598348,0.8876847290640394,7.9431190537428655,11.182373773743697,0.0009852216748768,0.0926287912928751,0.0099267311453488,0.0117991091251882,0.0008885010694165,treated,N/A-mechanism-arm,0.05,0.02
18,y_t+15min,0.9,split-CP,1015,760,0.9497536945812808,11.278210317460308,13.137564345661632,0.9497536945812808,11.278210317460308,13.137564345661632,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
18,y_t+15min,0.9,CQR,1015,760,0.9320197044334976,7.473051444649143,9.395005164994188,0.9320197044334976,7.473051444649143,9.395005164994188,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
18,y_t+15min,0.9,ACI,1015,760,0.8866995073891626,7.654283484149493,10.531252887306088,0.8876847290640394,7.740680066084252,10.528582163530686,0.0009852216748768,0.0863965819347587,-0.0026707237754024,0.0112873506858831,-0.0002535998141894,treated,N/A-mechanism-arm,0.05,0.005
18,y_t+15min,0.9,ACQR,1015,760,0.8876847290640394,7.064100540223098,9.515362071978794,0.8886699507389163,7.085013629123361,9.511740266424315,0.0009852216748769,0.0209130889002633,-0.0036218055544789,0.0029604744130103,-0.0003806271928573,treated,N/A-mechanism-arm,0.05,0.02
19,y_t+15min,0.9,split-CP,1015,760,0.9251231527093596,12.274668114110852,15.77329140306419,0.9251231527093596,12.274668114110852,15.77329140306419,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
19,y_t+15min,0.9,CQR,1015,760,0.9083743842364532,9.83719074504612,14.184902688855829,0.9083743842364532,9.83719074504612,14.184902688855829,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
19,y_t+15min,0.9,ACI,1015,760,0.8886699507389163,10.974649743150485,15.454308641540909,0.8886699507389163,11.054629131509795,15.46365552256082,0.0,0.0799793883593125,0.0093468810199102,0.0072876483743118,0.0006048074512234,treated,N/A-mechanism-arm,0.05,0.05
19,y_t+15min,0.9,ACQR,1015,760,0.8866995073891626,10.83391264571376,15.125639217581474,0.8866995073891626,10.943993140569884,15.16192325746018,0.0,0.110080494856124,0.0362840398787049,0.010160733103167,0.0023988434046826,treated,N/A-mechanism-arm,0.05,0.05
20,y_t+15min,0.9,split-CP,1015,760,0.9438423645320198,10.962037711030073,12.758789982750327,0.9438423645320198,10.962037711030073,12.758789982750327,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
20,y_t+15min,0.9,CQR,1015,760,0.9399014778325124,7.860854644611132,9.730607089320497,0.9399014778325124,7.860854644611132,9.730607089320497,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
20,y_t+15min,0.9,ACI,1015,760,0.8866995073891626,6.647764923591278,10.013764512763284,0.8866995073891626,6.705228557959099,10.02133676411164,0.0,0.0574636343678216,0.0075722513483587,0.0086440533063823,0.000756184284013,treated,N/A-mechanism-arm,0.05,0.01
20,y_t+15min,0.9,ACQR,1015,760,0.8926108374384236,6.787958836614794,9.638647561552848,0.8926108374384236,6.859247012240785,9.683527256916582,0.0,0.0712881756259911,0.0448796953637344,0.0105021520227048,0.0046562233007411,treated,N/A-mechanism-arm,0.05,0.002
21,y_t+15min,0.9,split-CP,1015,760,0.916256157635468,9.505537966220968,14.97662806377166,0.916256157635468,9.505537966220968,14.97662806377166,0.0,0.0,0.0,0.0,0.0,negative-control,N/A-mechanism-arm,,
