policy,theta,seed,n_requests,n_assigned,assigned_rate,abstention_rate,bad_assignment_rate_of_assigned,bad_assignments_per_request,unserved_or_bad_rate,mean_straight_line_km,p90_straight_line_km,window,n_base,n_slots,excluded,margin_m,anchor
INTERVAL,0.9,8,600,600,1.0,0.0,0.0,0.0,0.0,1.9018237839663674,3.810933532056926,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,8,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,2.0774231308181696,3.985004907953102,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,9,600,600,1.0,0.0,0.043333333333333335,0.043333333333333335,0.043333333333333335,1.5988092697798317,3.6666930632312718,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,9,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.9825894206590153,4.391385840351403,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,9,600,600,1.0,0.0,0.01,0.01,0.01,2.025563044657361,4.196786123667246,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,10,600,600,1.0,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,1.5508844387447371,3.7023797507463674,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,10,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.7679361856817086,4.248471442816847,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,10,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.874468918661787,4.180100974345957,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,11,600,600,1.0,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,1.4821247637689958,3.3983080251325943,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,11,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.821753716255085,3.917444448447349,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,11,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.9387195064788307,3.871303082003493,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,12,600,600,1.0,0.0,0.035,0.035,0.035,1.6317558011209212,3.926775411067608,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,12,600,600,1.0,0.0,0.0,0.0,0.0,1.895236170695182,4.343135030714722,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,12,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,2.0413196229275687,4.5156990704093545,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,13,600,600,1.0,0.0,0.055,0.055,0.055,1.5828385095839472,3.648252753825945,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,13,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.8984958455578067,4.245356652161709,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,13,600,600,1.0,0.0,0.005,0.005,0.005,2.0347266032601192,4.187144851411309,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,14,600,600,1.0,0.0,0.03833333333333333,0.03833333333333333,0.03833333333333333,1.6269062377230334,3.8079404301974944,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,14,600,600,1.0,0.0,0.0,0.0,0.0,1.931585751515867,4.367044966940648,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,14,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.022962970705199,4.245255899177708,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,15,600,600,1.0,0.0,0.06333333333333334,0.06333333333333334,0.06333333333333334,1.5076198074206615,3.7621579083997005,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,15,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.8937136000475054,4.278930507059728,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,15,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.9840690664673113,4.134665106688386,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,16,600,600,1.0,0.0,0.035,0.035,0.035,1.7165850276212575,4.062363483590951,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,16,600,600,1.0,0.0,0.0,0.0,0.0,2.0216040445323746,4.425715757184408,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,16,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.1357024849358286,4.40324547839501,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,17,600,600,1.0,0.0,0.035,0.035,0.035,1.616480598026821,3.730116287666631,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,17,600,600,1.0,0.0,0.0,0.0,0.0,1.8824258026194138,4.080285923973715,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,17,600,600,1.0,0.0,0.01,0.01,0.01,1.9886724339491897,4.120930217310448,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,18,600,600,1.0,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,1.5700378199604597,3.765106937818021,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,18,600,600,1.0,0.0,0.005,0.005,0.005,1.9344820543304266,4.18086664966839,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,18,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,2.035858853262729,4.18467537125488,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,19,600,600,1.0,0.0,0.056666666666666664,0.056666666666666664,0.056666666666666664,1.656794014564509,4.16915182096319,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,19,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,2.0426861201983213,4.537920950329606,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,19,600,600,1.0,0.0,0.015,0.015,0.015,2.107545101511819,4.402127857324042,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.9,20,600,600,1.0,0.0,0.04833333333333333,0.04833333333333333,0.04833333333333333,1.6361257430157305,3.8653799619363403,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.9,20,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.9434774573902194,4.281270345055284,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.9,20,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,2.0462262061078462,4.471033813940603,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,1,600,600,1.0,0.0,0.02,0.02,0.02,1.3314305876710144,3.5939016472020864,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,1,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.5839423815278397,3.94385827683595,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,1,600,600,1.0,0.0,0.0,0.0,0.0,1.9363790848525022,4.166115937491049,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,2,600,600,1.0,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,1.391007759472185,3.671701084268173,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,2,600,600,1.0,0.0,0.005,0.005,0.005,1.669355181283912,4.050389630502516,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,2,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.9004276654241743,4.098196376340663,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,3,600,600,1.0,0.0,0.023333333333333334,0.023333333333333334,0.023333333333333334,1.162371008852881,2.8955399251906564,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,3,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.4615975024647572,3.234264976301949,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,3,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.7687052546440922,3.8134457944804954,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,4,600,600,1.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.2772640324425286,3.3064233659776754,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,4,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,1.6116043848057067,3.78272408518354,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,4,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.8619026492827981,3.8926099778754013,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,5,600,600,1.0,0.0,0.03,0.03,0.03,1.2313507747156625,3.193283659437282,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,5,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.560587744435334,3.6119510255832545,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,5,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.7995899012778394,3.7150572690806984,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,6,600,600,1.0,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,1.2645785394915818,3.2742172938569287,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,6,600,600,1.0,0.0,0.01,0.01,0.01,1.5010089905402515,3.5308719190005937,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,6,600,600,1.0,0.0,0.005,0.005,0.005,1.8182115336539584,3.84506410571924,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,7,600,600,1.0,0.0,0.03833333333333333,0.03833333333333333,0.03833333333333333,1.2817709255539524,3.4996516088213885,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,7,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.5938653227187591,3.7785104888772714,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,7,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.8880165328589136,4.004819383600768,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,8,600,600,1.0,0.0,0.023333333333333334,0.023333333333333334,0.023333333333333334,1.2657116202874936,3.1956545734873036,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,8,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.5939925914553286,3.4626046412706124,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,8,600,600,1.0,0.0,0.0,0.0,0.0,1.8911426168445837,3.706077155073572,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,9,600,600,1.0,0.0,0.045,0.045,0.045,1.272573731318606,3.2378687936532127,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,9,600,600,1.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.5883818572656294,3.7563597609996298,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,9,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.858075282406275,3.8546466355201607,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,10,600,600,1.0,0.0,0.028333333333333332,0.028333333333333332,0.028333333333333332,1.2452602276792815,3.2875096795075347,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,10,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,1.4928376871596545,3.551612336398672,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,10,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.7185145698224835,3.997681212431718,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,11,600,600,1.0,0.0,0.023333333333333334,0.023333333333333334,0.023333333333333334,1.1766214800479395,3.005404298688047,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,11,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.4326754467159575,3.220063600673601,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,11,600,600,1.0,0.0,0.0,0.0,0.0,1.8015157827922101,3.6608598319050216,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,12,600,600,1.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,1.323480870299363,3.4982603150719918,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,12,600,600,1.0,0.0,0.01,0.01,0.01,1.6051020451602707,4.025000693008995,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,12,600,600,1.0,0.0,0.0,0.0,0.0,1.8333727822832997,4.021960865324863,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,13,600,600,1.0,0.0,0.023333333333333334,0.023333333333333334,0.023333333333333334,1.2892174061266415,3.3435846176703707,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,13,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.588679815504944,3.8400469329813465,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,13,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.8768455965066417,4.095347441961272,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,14,600,600,1.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,1.3555399743853487,3.5685557692090843,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,14,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.6354190410895288,3.820681241274328,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,14,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.921943538148822,4.1063633199785645,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,15,600,600,1.0,0.0,0.03666666666666667,0.03666666666666667,0.03666666666666667,1.2216986313341658,3.2682486554639687,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,15,600,600,1.0,0.0,0.005,0.005,0.005,1.500707077668299,3.7465847664392604,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,15,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.827219635761603,4.013641089032238,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,16,600,600,1.0,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,1.4078496360055877,3.505751070917192,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,16,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.6926601608062901,4.071103475073541,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,16,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.9721847843433844,4.085172766203819,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,17,600,600,1.0,0.0,0.02666666666666667,0.02666666666666667,0.02666666666666667,1.3331448024361896,3.4209044542625313,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,17,600,600,1.0,0.0,0.005,0.005,0.005,1.619982624829282,3.8032367911422216,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,17,600,600,1.0,0.0,0.0,0.0,0.0,1.8335757898379401,3.7856607563610583,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,18,600,600,1.0,0.0,0.02,0.02,0.02,1.287468731310764,3.304208239574612,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,18,600,600,1.0,0.0,0.005,0.005,0.005,1.5755078235292908,3.5740249314096713,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,18,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.8840248043262264,3.9724475222491757,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,19,600,600,1.0,0.0,0.03666666666666667,0.03666666666666667,0.03666666666666667,1.34732592562181,3.566443224331922,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,19,600,600,1.0,0.0,0.015,0.015,0.015,1.6619217805202418,4.172503944312844,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,19,600,600,1.0,0.0,0.005,0.005,0.005,1.9497909131143165,4.301374326733105,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.925,20,600,600,1.0,0.0,0.018333333333333333,0.018333333333333333,0.018333333333333333,1.2915519082893168,3.4462225306391217,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.925,20,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.5887946061454352,3.79567457931407,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.925,20,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.9202916797712934,4.167066626578667,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,1,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.2615486904125726,3.443927920600827,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,1,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.391925617620361,3.7245743167912533,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,1,600,600,1.0,0.0,0.0,0.0,0.0,1.7562143948679179,3.9745815592583567,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,2,600,600,1.0,0.0,0.01,0.01,0.01,1.3412565937451661,3.538747910226062,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,2,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.4339466788159578,3.77003667749209,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,2,600,600,1.0,0.0,0.0,0.0,0.0,1.789312454533291,4.029295067737994,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,3,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.1053179579544243,2.8810790062963343,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,3,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.1794239523689674,3.0665616527763677,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,3,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.6087588148108032,3.336375130300641,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,4,600,600,1.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,1.1907882762696387,3.2009104273159803,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,4,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.3211756293954786,3.5163617812296057,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,4,600,600,1.0,0.0,0.0,0.0,0.0,1.7546113119569766,3.778423128250043,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,5,600,600,1.0,0.0,0.02,0.02,0.02,1.1670032619507904,3.145871285820436,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,5,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.2782523227216003,3.4976314928792864,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,5,600,600,1.0,0.0,0.0,0.0,0.0,1.6821539463622543,3.6150750312293716,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,6,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.2010838298407187,3.2208237769643193,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,6,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.3281963575859417,3.377643303469834,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,6,600,600,1.0,0.0,0.0,0.0,0.0,1.6681919196968362,3.5308233677174874,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,7,600,600,1.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,1.2086588115305197,3.4631383014979362,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,7,600,600,1.0,0.0,0.01,0.01,0.01,1.3218443524727645,3.621206690700003,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,7,600,600,1.0,0.0,0.0,0.0,0.0,1.7652684473282625,3.828743770755856,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,8,600,600,1.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.1928659020799086,3.124497246913082,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,8,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.323767689509988,3.2634540043935,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,8,600,600,1.0,0.0,0.0,0.0,0.0,1.7110446428708566,3.4885687594906045,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,9,600,600,1.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.1884327131279835,3.093121734262127,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,9,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.3122309749963506,3.2813717600785144,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,9,600,600,1.0,0.0,0.0,0.0,0.0,1.7324766828665699,3.794770006490103,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,10,600,600,1.0,0.0,0.021666666666666667,0.021666666666666667,0.021666666666666667,1.1766747633500976,3.276039606578666,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,10,600,600,1.0,0.0,0.01,0.01,0.01,1.273875768741831,3.357541238260479,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,10,600,600,1.0,0.0,0.0,0.0,0.0,1.5762253571708909,3.6887154554006694,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,11,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.1245388314859042,2.9774586794326665,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,11,600,600,1.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,1.1771214794410558,3.0457898386315807,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,11,600,600,1.0,0.0,0.0,0.0,0.0,1.6779232065001255,3.450929555709992,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,12,600,600,1.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,1.266386004760564,3.416063389386804,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,12,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.378561401460272,3.70235373577298,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,12,600,600,1.0,0.0,0.0,0.0,0.0,1.7530819944400673,3.947074314749712,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,13,600,600,1.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,1.234964641905201,3.1641719173528045,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,13,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.320851845591515,3.483050004311574,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,13,600,600,1.0,0.0,0.0,0.0,0.0,1.7480312263774374,3.7575866200661747,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,14,600,600,1.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.2744016503539077,3.483030806336077,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,14,600,600,1.0,0.0,0.005,0.005,0.005,1.4061956214835827,3.6587165553075764,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,14,600,600,1.0,0.0,0.0,0.0,0.0,1.7992919984909417,3.8459937740786305,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,15,600,600,1.0,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,1.1695244315454512,3.235779835802437,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,15,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.2592963418224814,3.419439492272177,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,15,600,600,1.0,0.0,0.0,0.0,0.0,1.6618154704073163,3.847049703524359,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,16,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.330759931248063,3.430074853508538,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,16,600,600,1.0,0.0,0.0,0.0,0.0,1.4784108369797566,3.76069535025494,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,16,600,600,1.0,0.0,0.0,0.0,0.0,1.827803600726596,3.9900033882077035,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,17,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.2538459440111736,3.414482521741168,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,17,600,600,1.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,1.3539876164107292,3.4402043996570493,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,17,600,600,1.0,0.0,0.0,0.0,0.0,1.70067026767956,3.7397646695749494,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,18,600,600,1.0,0.0,0.011666666666666667,0.011666666666666667,0.011666666666666667,1.2250269679641455,3.304208239574612,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,18,600,600,1.0,0.0,0.005,0.005,0.005,1.3206224813332823,3.463929713399278,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,18,600,600,1.0,0.0,0.0,0.0,0.0,1.7408350643883068,3.7957372847833746,weekend,20,147,8,9.014929705118522,9;23;18;5
POINT,0.95,19,600,600,1.0,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,1.297903332157438,3.5602796543926827,weekend,20,147,8,9.014929705118522,9;23;18;5
INTERVAL,0.95,19,600,600,1.0,0.0,0.0,0.0,0.0,1.3802683632231734,3.608564192564411,weekend,20,147,8,9.014929705118522,9;23;18;5
MARGIN,0.95,19,600,600,1.0,0.0,0.0,0.0,0.0,1.8007681664773805,4.1214635252836285,weekend,20,147,8,9.014929705118522,9;23;18;5
